ID,y_value
consommation_gaz_base100k_2024-12-31,403.07462671817905
limoges_moulinhydro_prod_base_100k_2024-12-02,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-03,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-04,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-05,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-06,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-07,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-08,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-09,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-10,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-11,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-12,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-13,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-14,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-15,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-16,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-17,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-18,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-19,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-20,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-21,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-22,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-23,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-24,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-25,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-26,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-27,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-28,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-29,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-30,241.77594275773805
limoges_moulinhydro_prod_base_100k_2024-12-31,241.77594275773805
onenation_shop_ca_ttc_base_100k_2024-12-01,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-02,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-03,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-04,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-05,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-06,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-07,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-08,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-09,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-10,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-11,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-12,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-13,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-14,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-15,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-16,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-17,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-18,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-19,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-20,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-21,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-22,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-23,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-24,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-26,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-27,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-28,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-29,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-30,404.22793521445124
onenation_shop_ca_ttc_base_100k_2024-12-31,404.22793521445124
paris_biking_base_100k_2024-12-01,271.56887106089073
paris_biking_base_100k_2024-12-02,271.56887106089073
paris_biking_base_100k_2024-12-03,271.56887106089073
paris_biking_base_100k_2024-12-04,271.56887106089073
paris_biking_base_100k_2024-12-05,271.56887106089073
paris_biking_base_100k_2024-12-06,271.56887106089073
paris_biking_base_100k_2024-12-07,271.56887106089073
paris_biking_base_100k_2024-12-08,271.56887106089073
paris_biking_base_100k_2024-12-09,271.56887106089073
paris_biking_base_100k_2024-12-10,271.56887106089073
paris_biking_base_100k_2024-12-11,271.56887106089073
paris_biking_base_100k_2024-12-12,271.56887106089073
paris_biking_base_100k_2024-12-13,271.56887106089073
paris_biking_base_100k_2024-12-14,271.56887106089073
paris_biking_base_100k_2024-12-15,271.56887106089073
paris_biking_base_100k_2024-12-16,271.56887106089073
paris_biking_base_100k_2024-12-17,271.56887106089073
paris_biking_base_100k_2024-12-18,271.56887106089073
paris_biking_base_100k_2024-12-19,271.56887106089073
paris_biking_base_100k_2024-12-20,271.56887106089073
paris_biking_base_100k_2024-12-21,271.56887106089073
paris_biking_base_100k_2024-12-22,271.56887106089073
paris_biking_base_100k_2024-12-23,271.56887106089073
paris_biking_base_100k_2024-12-24,271.56887106089073
paris_biking_base_100k_2024-12-25,271.56887106089073
paris_biking_base_100k_2024-12-26,271.56887106089073
paris_biking_base_100k_2024-12-27,271.56887106089073
paris_biking_base_100k_2024-12-28,271.56887106089073
paris_biking_base_100k_2024-12-29,271.56887106089073
paris_biking_base_100k_2024-12-30,271.56887106089073
paris_biking_base_100k_2024-12-31,271.56887106089073
paris_lutherie1_affluence_base10k_2024-12-03,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-04,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-05,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-06,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-07,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-10,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-11,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-12,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-13,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-14,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-16,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-17,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-18,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-19,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-20,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-21,56.0081466395112
paris_lutherie1_affluence_base10k_2024-12-24,56.0081466395112
paris_vetements_ca_base_100k_2024-12-03,446.563406479147
paris_vetements_ca_base_100k_2024-12-04,446.563406479147
paris_vetements_ca_base_100k_2024-12-05,446.563406479147
paris_vetements_ca_base_100k_2024-12-06,446.563406479147
paris_vetements_ca_base_100k_2024-12-07,446.563406479147
paris_vetements_ca_base_100k_2024-12-10,446.563406479147
paris_vetements_ca_base_100k_2024-12-11,446.563406479147
paris_vetements_ca_base_100k_2024-12-12,446.563406479147
paris_vetements_ca_base_100k_2024-12-13,446.563406479147
paris_vetements_ca_base_100k_2024-12-14,446.563406479147
paris_vetements_ca_base_100k_2024-12-17,446.563406479147
paris_vetements_ca_base_100k_2024-12-18,446.563406479147
paris_vetements_ca_base_100k_2024-12-19,446.563406479147
paris_vetements_ca_base_100k_2024-12-20,446.563406479147
paris_vetements_ca_base_100k_2024-12-21,446.563406479147
paris_vetements_ca_base_100k_2024-12-24,446.563406479147
paris_vetements_ca_base_100k_2024-12-26,446.563406479147
paris_vetements_ca_base_100k_2024-12-27,446.563406479147
paris_vetements_ca_base_100k_2024-12-28,446.563406479147
petitscommerces_bonsdachat_base_100k_2024-12-01,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-03,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-04,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-05,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-06,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-07,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-09,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-10,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-11,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-12,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-14,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-15,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-17,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-18,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-19,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-20,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-21,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-22,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-23,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-24,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-26,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-27,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-28,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-30,512.0601392426667
petitscommerces_bonsdachat_base_100k_2024-12-31,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-01,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-03,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-04,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-05,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-06,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-07,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-09,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-10,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-11,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-12,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-14,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-15,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-17,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-18,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-19,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-20,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-21,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-22,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-23,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-24,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-26,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-27,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-28,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-30,512.0601392426667
petitscommerces_cartescadeaux_base_100k_2024-12-31,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-01,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-03,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-04,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-05,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-06,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-07,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-09,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-10,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-11,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-12,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-14,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-15,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-17,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-18,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-19,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-20,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-21,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-22,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-23,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-24,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-26,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-27,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-28,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-30,512.0601392426667
petitscommerces_cartescadeaux_essonne_base_100k_2024-12-31,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-01,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-03,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-04,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-05,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-06,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-07,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-09,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-10,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-11,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-12,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-14,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-15,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-17,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-18,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-19,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-20,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-21,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-22,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-23,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-24,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-26,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-27,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-28,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-30,512.0601392426667
petits_commerces_bonsdachat_base_100k_2024-12-31,512.0601392426667
producteurbio_sablesdolonne_ca_ttc_base_10k_2024-12-03,162.78427404565107
producteurbio_sablesdolonne_ca_ttc_base_10k_2024-12-11,162.78427404565107
producteurbio_sablesdolonne_ca_ttc_base_10k_2024-12-12,162.78427404565107
producteurbio_sablesdolonne_ca_ttc_base_10k_2024-12-13,162.78427404565107
producteurbio_sablesdolonne_ca_ttc_base_10k_2024-12-15,162.78427404565107
saas_versailles_ca_base_10k_2024-12-01,31.28976597527657
saas_versailles_ca_base_10k_2024-12-02,31.28976597527657
saas_versailles_ca_base_10k_2024-12-03,31.28976597527657
saas_versailles_ca_base_10k_2024-12-04,31.28976597527657
saas_versailles_ca_base_10k_2024-12-05,31.28976597527657
saas_versailles_ca_base_10k_2024-12-06,31.28976597527657
saas_versailles_ca_base_10k_2024-12-07,31.28976597527657
saas_versailles_ca_base_10k_2024-12-08,31.28976597527657
saas_versailles_ca_base_10k_2024-12-09,31.28976597527657
saas_versailles_ca_base_10k_2024-12-10,31.28976597527657
saas_versailles_ca_base_10k_2024-12-11,31.28976597527657
saas_versailles_ca_base_10k_2024-12-12,31.28976597527657
saas_versailles_ca_base_10k_2024-12-13,31.28976597527657
saas_versailles_ca_base_10k_2024-12-14,31.28976597527657
saas_versailles_ca_base_10k_2024-12-15,31.28976597527657
saas_versailles_ca_base_10k_2024-12-16,31.28976597527657
saas_versailles_ca_base_10k_2024-12-17,31.28976597527657
saas_versailles_ca_base_10k_2024-12-18,31.28976597527657
saas_versailles_ca_base_10k_2024-12-19,31.28976597527657
saas_versailles_ca_base_10k_2024-12-20,31.28976597527657
saas_versailles_ca_base_10k_2024-12-21,31.28976597527657
saas_versailles_ca_base_10k_2024-12-22,31.28976597527657
saas_versailles_ca_base_10k_2024-12-23,31.28976597527657
saas_versailles_ca_base_10k_2024-12-24,31.28976597527657
saas_versailles_ca_base_10k_2024-12-25,31.28976597527657
saas_versailles_ca_base_10k_2024-12-26,31.28976597527657
saas_versailles_ca_base_10k_2024-12-27,31.28976597527657
saas_versailles_ca_base_10k_2024-12-28,31.28976597527657
saas_versailles_ca_base_10k_2024-12-29,31.28976597527657
saas_versailles_ca_base_10k_2024-12-30,31.28976597527657
saas_versailles_ca_base_10k_2024-12-31,31.28976597527657
ancienne_poste_affluence_base10k_2024-12-01,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-04,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-05,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-06,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-07,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-08,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-11,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-12,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-13,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-14,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-15,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-18,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-19,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-20,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-21,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-22,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-26,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-27,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-28,234.31464662282073
ancienne_poste_affluence_base10k_2024-12-29,234.31464662282073
versailles_cookies_ca_ttc_base_100k_2024-12-01,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-03,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-04,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-05,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-06,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-07,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-08,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-10,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-11,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-12,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-13,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-14,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-15,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-17,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-18,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-19,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-20,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-21,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-22,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-24,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-26,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-27,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-28,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-29,536.4876731641168
versailles_cookies_ca_ttc_base_100k_2024-12-31,536.4876731641168
versailles_epicerie1_ca_ttc_base_100k_2024-12-02,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-03,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-04,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-05,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-06,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-07,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-09,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-10,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-11,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-12,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-13,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-14,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-16,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-17,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-18,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-19,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-20,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-21,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-24,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-26,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-27,373.4927841579884
versailles_epicerie1_ca_ttc_base_100k_2024-12-28,373.4927841579884
versailles_espace_richaud_affluence_base100k_2024-12-01,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-03,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-04,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-05,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-06,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-07,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-08,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-10,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-11,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-12,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-13,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-14,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-15,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-17,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-18,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-19,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-20,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-21,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-22,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-26,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-27,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-28,324.4994895014871
versailles_espace_richaud_affluence_base100k_2024-12-29,324.4994895014871
versailles_photoshop_ca_ttc_base_100k_2024-12-03,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-04,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-05,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-06,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-07,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-10,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-11,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-12,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-13,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-14,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-17,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-18,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-19,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-20,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-21,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-23,383.29018759180815
versailles_photoshop_ca_ttc_base_100k_2024-12-24,383.29018759180815
