ID,date,series_name,y_value
consommation_elec_base100k_2020-03-19,2020-03-19,consommation_elec_base100k,34.8305522572655
consommation_elec_base100k_2020-03-20,2020-03-20,consommation_elec_base100k,34.95104710998295
consommation_elec_base100k_2020-03-21,2020-03-21,consommation_elec_base100k,41.05449244276019
consommation_elec_base100k_2020-03-22,2020-03-22,consommation_elec_base100k,43.79055250940505
consommation_elec_base100k_2020-03-23,2020-03-23,consommation_elec_base100k,42.712641582125634
consommation_elec_base100k_2020-03-24,2020-03-24,consommation_elec_base100k,43.99104655265354
consommation_elec_base100k_2020-03-25,2020-03-25,consommation_elec_base100k,47.39586906041431
consommation_elec_base100k_2020-03-26,2020-03-26,consommation_elec_base100k,47.71433611816892
consommation_elec_base100k_2020-03-27,2020-03-27,consommation_elec_base100k,46.84190164333134
consommation_elec_base100k_2020-03-28,2020-03-28,consommation_elec_base100k,44.635069879498175
consommation_elec_base100k_2020-03-29,2020-03-29,consommation_elec_base100k,48.28988145812895
consommation_elec_base100k_2020-03-30,2020-03-30,consommation_elec_base100k,52.57318808552733
consommation_elec_base100k_2020-03-31,2020-03-31,consommation_elec_base100k,49.78699660262141
consommation_elec_base100k_2020-04-01,2020-04-01,consommation_elec_base100k,48.20461328588054
consommation_elec_base100k_2020-04-02,2020-04-02,consommation_elec_base100k,46.131633618927175
consommation_elec_base100k_2020-04-03,2020-04-03,consommation_elec_base100k,43.539209630404365
consommation_elec_base100k_2020-04-04,2020-04-04,consommation_elec_base100k,41.55069276808882
consommation_elec_base100k_2020-04-05,2020-04-05,consommation_elec_base100k,36.69146924463031
consommation_elec_base100k_2020-04-06,2020-04-06,consommation_elec_base100k,33.33373060256489
consommation_elec_base100k_2020-04-07,2020-04-07,consommation_elec_base100k,30.871220809169497
consommation_elec_base100k_2020-04-08,2020-04-08,consommation_elec_base100k,30.431232178516584
consommation_elec_base100k_2020-04-09,2020-04-09,consommation_elec_base100k,28.017832022106973
consommation_elec_base100k_2020-04-10,2020-04-10,consommation_elec_base100k,27.27127403435157
consommation_elec_base100k_2020-04-11,2020-04-11,consommation_elec_base100k,28.422340009743717
consommation_elec_base100k_2020-04-12,2020-04-12,consommation_elec_base100k,28.040850713053043
consommation_elec_base100k_2020-04-13,2020-04-13,consommation_elec_base100k,28.172585137798503
consommation_elec_base100k_2020-04-14,2020-04-14,consommation_elec_base100k,29.266823781678845
consommation_elec_base100k_2020-04-15,2020-04-15,consommation_elec_base100k,30.819016188924365
consommation_elec_base100k_2020-04-16,2020-04-16,consommation_elec_base100k,27.50968063434588
consommation_elec_base100k_2020-04-17,2020-04-17,consommation_elec_base100k,26.8009156334211
consommation_elec_base100k_2020-04-18,2020-04-18,consommation_elec_base100k,28.007430427666414
consommation_elec_base100k_2020-04-19,2020-04-19,consommation_elec_base100k,28.763143913473463
consommation_elec_base100k_2020-04-20,2020-04-20,consommation_elec_base100k,27.705110249368264
consommation_elec_base100k_2020-04-21,2020-04-21,consommation_elec_base100k,27.708831739455963
consommation_elec_base100k_2020-04-22,2020-04-22,consommation_elec_base100k,27.9365906879115
consommation_elec_base100k_2020-04-23,2020-04-23,consommation_elec_base100k,26.485698703361244
consommation_elec_base100k_2020-04-24,2020-04-24,consommation_elec_base100k,26.22710553950302
consommation_elec_base100k_2020-04-25,2020-04-25,consommation_elec_base100k,27.68801866876368
consommation_elec_base100k_2020-04-26,2020-04-26,consommation_elec_base100k,27.797578309237228
consommation_elec_base100k_2020-04-27,2020-04-27,consommation_elec_base100k,26.090498393668224
consommation_elec_base100k_2020-04-28,2020-04-28,consommation_elec_base100k,26.7224510881652
consommation_elec_base100k_2020-04-29,2020-04-29,consommation_elec_base100k,29.153133544135034
consommation_elec_base100k_2020-04-30,2020-04-30,consommation_elec_base100k,29.19995455365319
consommation_elec_base100k_2020-05-01,2020-05-01,consommation_elec_base100k,31.71158090130219
consommation_elec_base100k_2020-05-02,2020-05-02,consommation_elec_base100k,31.20614009434581
consommation_elec_base100k_2020-05-03,2020-05-03,consommation_elec_base100k,30.56034199421453
consommation_elec_base100k_2020-05-04,2020-05-04,consommation_elec_base100k,26.81908630780576
consommation_elec_base100k_2020-05-05,2020-05-05,consommation_elec_base100k,26.63840331959664
consommation_elec_base100k_2020-05-06,2020-05-06,consommation_elec_base100k,27.594906314806245
consommation_elec_base100k_2020-05-07,2020-05-07,consommation_elec_base100k,25.72662243721206
consommation_elec_base100k_2020-05-08,2020-05-08,consommation_elec_base100k,26.75363610786453
consommation_elec_base100k_2020-05-09,2020-05-09,consommation_elec_base100k,26.49174143089345
consommation_elec_base100k_2020-05-10,2020-05-10,consommation_elec_base100k,27.45229794504617
consommation_elec_base100k_2020-05-11,2020-05-11,consommation_elec_base100k,27.570786790095514
consommation_elec_base100k_2020-05-12,2020-05-12,consommation_elec_base100k,29.62662151466396
consommation_elec_base100k_2020-05-13,2020-05-13,consommation_elec_base100k,32.11318264827299
consommation_elec_base100k_2020-05-14,2020-05-14,consommation_elec_base100k,31.16155435051496
consommation_elec_base100k_2020-05-15,2020-05-15,consommation_elec_base100k,30.6035116745043
consommation_elec_base100k_2020-05-16,2020-05-16,consommation_elec_base100k,30.846534068497444
consommation_elec_base100k_2020-05-17,2020-05-17,consommation_elec_base100k,29.461963859633872
consommation_elec_base100k_2020-05-18,2020-05-18,consommation_elec_base100k,26.360620666621827
consommation_elec_base100k_2020-05-19,2020-05-19,consommation_elec_base100k,25.34462817997046
consommation_elec_base100k_2020-05-20,2020-05-20,consommation_elec_base100k,26.07909675993697
consommation_elec_base100k_2020-05-21,2020-05-21,consommation_elec_base100k,25.6230758788372
consommation_elec_base100k_2020-05-22,2020-05-22,consommation_elec_base100k,24.7503597723812
consommation_elec_base100k_2020-05-23,2020-05-23,consommation_elec_base100k,26.455996943518965
consommation_elec_base100k_2020-05-24,2020-05-24,consommation_elec_base100k,26.816267027078144
consommation_elec_base100k_2020-05-25,2020-05-25,consommation_elec_base100k,24.730802679888985
consommation_elec_base100k_2020-05-26,2020-05-26,consommation_elec_base100k,24.179006296720694
consommation_elec_base100k_2020-05-27,2020-05-27,consommation_elec_base100k,25.43674247099944
consommation_elec_base100k_2020-05-28,2020-05-28,consommation_elec_base100k,24.26919165820872
consommation_elec_base100k_2020-05-29,2020-05-29,consommation_elec_base100k,24.551059451922395
consommation_elec_base100k_2020-05-30,2020-05-30,consommation_elec_base100k,26.08310086982421
consommation_elec_base100k_2020-05-31,2020-05-31,consommation_elec_base100k,25.84797503113931
consommation_elec_base100k_2020-06-01,2020-06-01,consommation_elec_base100k,25.538792923162724
consommation_elec_base100k_2020-06-02,2020-06-02,consommation_elec_base100k,23.75646202733124
consommation_elec_base100k_2020-06-03,2020-06-03,consommation_elec_base100k,24.873211437063368
consommation_elec_base100k_2020-06-04,2020-06-04,consommation_elec_base100k,24.32405547384047
consommation_elec_base100k_2020-06-05,2020-06-05,consommation_elec_base100k,25.19299672842844
consommation_elec_base100k_2020-06-06,2020-06-06,consommation_elec_base100k,27.234532472229752
consommation_elec_base100k_2020-06-07,2020-06-07,consommation_elec_base100k,27.522007205602907
consommation_elec_base100k_2020-06-08,2020-06-08,consommation_elec_base100k,25.908766945293657
consommation_elec_base100k_2020-06-09,2020-06-09,consommation_elec_base100k,25.91685718410088
consommation_elec_base100k_2020-06-10,2020-06-10,consommation_elec_base100k,27.742332067513093
consommation_elec_base100k_2020-06-11,2020-06-11,consommation_elec_base100k,26.35935974751617
consommation_elec_base100k_2020-06-12,2020-06-12,consommation_elec_base100k,26.60205307719725
consommation_elec_base100k_2020-06-13,2020-06-13,consommation_elec_base100k,28.30009805281091
consommation_elec_base100k_2020-06-14,2020-06-14,consommation_elec_base100k,28.23401047604903
consommation_elec_base100k_2020-06-15,2020-06-15,consommation_elec_base100k,25.811546722431665
consommation_elec_base100k_2020-06-16,2020-06-16,consommation_elec_base100k,25.34077526179416
consommation_elec_base100k_2020-06-17,2020-06-17,consommation_elec_base100k,27.127357312792213
consommation_elec_base100k_2020-06-18,2020-06-18,consommation_elec_base100k,25.720844542219293
consommation_elec_base100k_2020-06-19,2020-06-19,consommation_elec_base100k,26.007299472679406
consommation_elec_base100k_2020-06-20,2020-06-20,consommation_elec_base100k,27.63763921904218
consommation_elec_base100k_2020-06-21,2020-06-21,consommation_elec_base100k,27.817666054989427
consommation_elec_base100k_2020-06-22,2020-06-22,consommation_elec_base100k,25.814857129174573
consommation_elec_base100k_2020-06-23,2020-06-23,consommation_elec_base100k,25.291591511224578
consommation_elec_base100k_2020-06-24,2020-06-24,consommation_elec_base100k,26.967156354601084
consommation_elec_base100k_2020-06-25,2020-06-25,consommation_elec_base100k,25.562481600906317
consommation_elec_base100k_2020-06-26,2020-06-26,consommation_elec_base100k,25.643561861579663
consommation_elec_base100k_2020-06-27,2020-06-27,consommation_elec_base100k,27.30234343686018
consommation_elec_base100k_2020-06-28,2020-06-28,consommation_elec_base100k,27.834100495151016
consommation_elec_base100k_2020-06-29,2020-06-29,consommation_elec_base100k,25.964731594690058
consommation_elec_base100k_2020-06-30,2020-06-30,consommation_elec_base100k,25.44871033251089
consommation_elec_base100k_2020-07-01,2020-07-01,consommation_elec_base100k,27.28816402600824
consommation_elec_base100k_2020-07-02,2020-07-02,consommation_elec_base100k,25.90496047162987
consommation_elec_base100k_2020-07-03,2020-07-03,consommation_elec_base100k,26.01158817872843
consommation_elec_base100k_2020-07-04,2020-07-04,consommation_elec_base100k,28.057834581915845
consommation_elec_base100k_2020-07-05,2020-07-05,consommation_elec_base100k,28.527766088603656
consommation_elec_base100k_2020-07-06,2020-07-06,consommation_elec_base100k,26.63032592714394
consommation_elec_base100k_2020-07-07,2020-07-07,consommation_elec_base100k,25.96592037657416
consommation_elec_base100k_2020-07-08,2020-07-08,consommation_elec_base100k,27.42944032762221
consommation_elec_base100k_2020-07-09,2020-07-09,consommation_elec_base100k,26.358674938001894
consommation_elec_base100k_2020-07-10,2020-07-10,consommation_elec_base100k,26.648987727543894
consommation_elec_base100k_2020-07-11,2020-07-11,consommation_elec_base100k,27.78703738125913
consommation_elec_base100k_2020-07-12,2020-07-12,consommation_elec_base100k,27.48330113941991
consommation_elec_base100k_2020-07-13,2020-07-13,consommation_elec_base100k,26.181816210716665
consommation_elec_base100k_2020-07-14,2020-07-14,consommation_elec_base100k,27.49100104668581
consommation_elec_base100k_2020-07-15,2020-07-15,consommation_elec_base100k,26.696681300988608
consommation_elec_base100k_2020-07-16,2020-07-16,consommation_elec_base100k,25.986745305439847
consommation_elec_base100k_2020-07-17,2020-07-17,consommation_elec_base100k,26.494956972249103
consommation_elec_base100k_2020-07-18,2020-07-18,consommation_elec_base100k,28.07178374656746
consommation_elec_base100k_2020-07-19,2020-07-19,consommation_elec_base100k,28.341930724049
consommation_elec_base100k_2020-07-20,2020-07-20,consommation_elec_base100k,26.943835280233124
consommation_elec_base100k_2020-07-21,2020-07-21,consommation_elec_base100k,26.71401300960469
consommation_elec_base100k_2020-07-22,2020-07-22,consommation_elec_base100k,27.94380045734322
consommation_elec_base100k_2020-07-23,2020-07-23,consommation_elec_base100k,27.01589838821124
consommation_elec_base100k_2020-07-24,2020-07-24,consommation_elec_base100k,27.43369938823772
consommation_elec_base100k_2020-07-25,2020-07-25,consommation_elec_base100k,28.8000801472754
consommation_elec_base100k_2020-07-26,2020-07-26,consommation_elec_base100k,28.938476889113605
consommation_elec_base100k_2020-07-27,2020-07-27,consommation_elec_base100k,27.979703053696475
consommation_elec_base100k_2020-07-28,2020-07-28,consommation_elec_base100k,27.363491096216748
consommation_elec_base100k_2020-07-29,2020-07-29,consommation_elec_base100k,28.810688271569468
consommation_elec_base100k_2020-07-30,2020-07-30,consommation_elec_base100k,28.42497548878352
consommation_elec_base100k_2020-07-31,2020-07-31,consommation_elec_base100k,29.34894756161205
consommation_elec_base100k_2020-08-01,2020-08-01,consommation_elec_base100k,30.1250857629323
consommation_elec_base100k_2020-08-02,2020-08-02,consommation_elec_base100k,29.353368683930796
consommation_elec_base100k_2020-08-03,2020-08-03,consommation_elec_base100k,27.229403812231038
consommation_elec_base100k_2020-08-04,2020-08-04,consommation_elec_base100k,26.53993502398351
consommation_elec_base100k_2020-08-05,2020-08-05,consommation_elec_base100k,27.813834876797703
consommation_elec_base100k_2020-08-06,2020-08-06,consommation_elec_base100k,27.14872574127241
consommation_elec_base100k_2020-08-07,2020-08-07,consommation_elec_base100k,28.447237232993743
consommation_elec_base100k_2020-08-08,2020-08-08,consommation_elec_base100k,30.043804901492138
consommation_elec_base100k_2020-08-09,2020-08-09,consommation_elec_base100k,30.45579440836785
consommation_elec_base100k_2020-08-10,2020-08-10,consommation_elec_base100k,29.22929068648207
consommation_elec_base100k_2020-08-11,2020-08-11,consommation_elec_base100k,29.00783732173594
consommation_elec_base100k_2020-08-12,2020-08-12,consommation_elec_base100k,29.835356000249497
consommation_elec_base100k_2020-08-13,2020-08-13,consommation_elec_base100k,28.229982649814968
consommation_elec_base100k_2020-08-14,2020-08-14,consommation_elec_base100k,28.38327622199626
consommation_elec_base100k_2020-08-15,2020-08-15,consommation_elec_base100k,29.792597403304512
consommation_elec_base100k_2020-08-16,2020-08-16,consommation_elec_base100k,29.79162700944734
consommation_elec_base100k_2020-08-17,2020-08-17,consommation_elec_base100k,28.138968204369533
consommation_elec_base100k_2020-08-18,2020-08-18,consommation_elec_base100k,27.92237767890157
consommation_elec_base100k_2020-08-19,2020-08-19,consommation_elec_base100k,29.643787208852345
consommation_elec_base100k_2020-08-20,2020-08-20,consommation_elec_base100k,29.085866079119118
consommation_elec_base100k_2020-08-21,2020-08-21,consommation_elec_base100k,29.67668178188457
consommation_elec_base100k_2020-08-22,2020-08-22,consommation_elec_base100k,30.763628637300464
consommation_elec_base100k_2020-08-23,2020-08-23,consommation_elec_base100k,30.83244161758382
consommation_elec_base100k_2020-08-24,2020-08-24,consommation_elec_base100k,29.087425428922188
consommation_elec_base100k_2020-08-25,2020-08-25,consommation_elec_base100k,28.91221202319725
consommation_elec_base100k_2020-08-26,2020-08-26,consommation_elec_base100k,30.39655295038653
consommation_elec_base100k_2020-08-27,2020-08-27,consommation_elec_base100k,29.66260217732548
consommation_elec_base100k_2020-08-28,2020-08-28,consommation_elec_base100k,30.14914303223264
consommation_elec_base100k_2020-08-29,2020-08-29,consommation_elec_base100k,31.960338698500063
consommation_elec_base100k_2020-08-30,2020-08-30,consommation_elec_base100k,33.17075680815866
consommation_elec_base100k_2020-08-31,2020-08-31,consommation_elec_base100k,30.875236777230143
consommation_elec_base100k_2020-09-01,2020-09-01,consommation_elec_base100k,30.227997909029867
consommation_elec_base100k_2020-09-02,2020-09-02,consommation_elec_base100k,31.98566380417388
consommation_elec_base100k_2020-09-03,2020-09-03,consommation_elec_base100k,29.913634767455346
consommation_elec_base100k_2020-09-04,2020-09-04,consommation_elec_base100k,29.93096153516585
consommation_elec_base100k_2020-09-05,2020-09-05,consommation_elec_base100k,32.552072421523484
consommation_elec_base100k_2020-09-06,2020-09-06,consommation_elec_base100k,33.81168811628731
consommation_elec_base100k_2020-09-07,2020-09-07,consommation_elec_base100k,30.649442332835783
consommation_elec_base100k_2020-09-08,2020-09-08,consommation_elec_base100k,29.83791835388662
consommation_elec_base100k_2020-09-09,2020-09-09,consommation_elec_base100k,32.05544026104659
consommation_elec_base100k_2020-09-10,2020-09-10,consommation_elec_base100k,29.938216760928963
consommation_elec_base100k_2020-09-11,2020-09-11,consommation_elec_base100k,30.461136515487905
consommation_elec_base100k_2020-09-12,2020-09-12,consommation_elec_base100k,33.446986040417094
consommation_elec_base100k_2020-09-13,2020-09-13,consommation_elec_base100k,34.313905476439096
consommation_elec_base100k_2020-09-14,2020-09-14,consommation_elec_base100k,31.4560481343642
consommation_elec_base100k_2020-09-15,2020-09-15,consommation_elec_base100k,30.581581959149485
consommation_elec_base100k_2020-09-16,2020-09-16,consommation_elec_base100k,32.85225812860829
consommation_elec_base100k_2020-09-17,2020-09-17,consommation_elec_base100k,30.805987020892942
consommation_elec_base100k_2020-09-18,2020-09-18,consommation_elec_base100k,31.07486418563877
consommation_elec_base100k_2020-09-19,2020-09-19,consommation_elec_base100k,33.83513963056274
consommation_elec_base100k_2020-09-20,2020-09-20,consommation_elec_base100k,34.55345046108051
consommation_elec_base100k_2020-09-21,2020-09-21,consommation_elec_base100k,31.07049148419478
consommation_elec_base100k_2020-09-22,2020-09-22,consommation_elec_base100k,30.25428352674968
consommation_elec_base100k_2020-09-23,2020-09-23,consommation_elec_base100k,32.962245651505626
consommation_elec_base100k_2020-09-24,2020-09-24,consommation_elec_base100k,31.58342863310689
consommation_elec_base100k_2020-09-25,2020-09-25,consommation_elec_base100k,34.255642317763886
consommation_elec_base100k_2020-09-26,2020-09-26,consommation_elec_base100k,41.30767630318238
consommation_elec_base100k_2020-09-27,2020-09-27,consommation_elec_base100k,47.077413860833104
consommation_elec_base100k_2020-09-28,2020-09-28,consommation_elec_base100k,42.88590036560058
consommation_elec_base100k_2020-09-29,2020-09-29,consommation_elec_base100k,39.82068606241766
consommation_elec_base100k_2020-09-30,2020-09-30,consommation_elec_base100k,40.6566645594763
consommation_elec_base100k_2020-10-01,2020-10-01,consommation_elec_base100k,38.89651338882232
consommation_elec_base100k_2020-10-02,2020-10-02,consommation_elec_base100k,43.05603847310714
consommation_elec_base100k_2020-10-03,2020-10-03,consommation_elec_base100k,49.63246187495679
consommation_elec_base100k_2020-10-04,2020-10-04,consommation_elec_base100k,52.61094846238108
consommation_elec_base100k_2020-10-05,2020-10-05,consommation_elec_base100k,49.076499320198025
consommation_elec_base100k_2020-10-06,2020-10-06,consommation_elec_base100k,46.9329230060446
consommation_elec_base100k_2020-10-07,2020-10-07,consommation_elec_base100k,47.8159685697196
consommation_elec_base100k_2020-10-08,2020-10-08,consommation_elec_base100k,42.71724354158884
consommation_elec_base100k_2020-10-09,2020-10-09,consommation_elec_base100k,42.07600194458937
consommation_elec_base100k_2020-10-10,2020-10-10,consommation_elec_base100k,48.6091736471165
consommation_elec_base100k_2020-10-11,2020-10-11,consommation_elec_base100k,54.2239871337424
consommation_elec_base100k_2020-10-12,2020-10-12,consommation_elec_base100k,53.46942685529922
consommation_elec_base100k_2020-10-13,2020-10-13,consommation_elec_base100k,53.86201342593702
consommation_elec_base100k_2020-10-14,2020-10-14,consommation_elec_base100k,59.55617587991878
consommation_elec_base100k_2020-10-15,2020-10-15,consommation_elec_base100k,59.85638135062594
consommation_elec_base100k_2020-10-16,2020-10-16,consommation_elec_base100k,60.93284360438742
consommation_elec_base100k_2020-10-17,2020-10-17,consommation_elec_base100k,63.47601071693798
consommation_elec_base100k_2020-10-18,2020-10-18,consommation_elec_base100k,63.616734625307394
consommation_elec_base100k_2020-10-19,2020-10-19,consommation_elec_base100k,59.83494572582977
consommation_elec_base100k_2020-10-20,2020-10-20,consommation_elec_base100k,54.46048555599922
consommation_elec_base100k_2020-10-21,2020-10-21,consommation_elec_base100k,49.95664753683714
consommation_elec_base100k_2020-10-22,2020-10-22,consommation_elec_base100k,45.41650176706372
consommation_elec_base100k_2020-10-23,2020-10-23,consommation_elec_base100k,47.9522674030458
consommation_elec_base100k_2020-10-24,2020-10-24,consommation_elec_base100k,53.15492339200605
consommation_elec_base100k_2020-10-25,2020-10-25,consommation_elec_base100k,58.44043639128852
consommation_elec_base100k_2020-10-26,2020-10-26,consommation_elec_base100k,60.48573315242222
consommation_elec_base100k_2020-10-27,2020-10-27,consommation_elec_base100k,63.60297617961141
consommation_elec_base100k_2020-10-28,2020-10-28,consommation_elec_base100k,62.789553904735946
consommation_elec_base100k_2020-10-29,2020-10-29,consommation_elec_base100k,58.456407374506114
consommation_elec_base100k_2020-10-30,2020-10-30,consommation_elec_base100k,58.47414226101805
consommation_elec_base100k_2020-10-31,2020-10-31,consommation_elec_base100k,62.60310982061304
consommation_elec_base100k_2020-11-01,2020-11-01,consommation_elec_base100k,61.02549843048755
consommation_elec_base100k_2020-11-02,2020-11-02,consommation_elec_base100k,53.33288987032375
consommation_elec_base100k_2020-11-03,2020-11-03,consommation_elec_base100k,61.66403636395013
consommation_elec_base100k_2020-11-04,2020-11-04,consommation_elec_base100k,76.06563183466645
consommation_elec_base100k_2020-11-05,2020-11-05,consommation_elec_base100k,76.27083258457655
consommation_elec_base100k_2020-11-06,2020-11-06,consommation_elec_base100k,74.6890896091997
consommation_elec_base100k_2020-11-07,2020-11-07,consommation_elec_base100k,73.15449670765305
consommation_elec_base100k_2020-11-08,2020-11-08,consommation_elec_base100k,67.66700936980838
consommation_elec_base100k_2020-11-09,2020-11-09,consommation_elec_base100k,60.052952314838805
consommation_elec_base100k_2020-11-10,2020-11-10,consommation_elec_base100k,60.99993023225888
consommation_elec_base100k_2020-11-11,2020-11-11,consommation_elec_base100k,70.6352593890387
consommation_elec_base100k_2020-11-12,2020-11-12,consommation_elec_base100k,65.44808523364298
consommation_elec_base100k_2020-11-13,2020-11-13,consommation_elec_base100k,66.58237288184472
consommation_elec_base100k_2020-11-14,2020-11-14,consommation_elec_base100k,68.34392825786637
consommation_elec_base100k_2020-11-15,2020-11-15,consommation_elec_base100k,70.12789261708473
consommation_elec_base100k_2020-11-16,2020-11-16,consommation_elec_base100k,68.7979866112672
consommation_elec_base100k_2020-11-17,2020-11-17,consommation_elec_base100k,70.43121283467357
consommation_elec_base100k_2020-11-18,2020-11-18,consommation_elec_base100k,75.05140423949055
consommation_elec_base100k_2020-11-19,2020-11-19,consommation_elec_base100k,74.25171669396426
consommation_elec_base100k_2020-11-20,2020-11-20,consommation_elec_base100k,85.68251362634875
consommation_elec_base100k_2020-11-21,2020-11-21,consommation_elec_base100k,97.64275033230406
consommation_elec_base100k_2020-11-22,2020-11-22,consommation_elec_base100k,100.60166401633826
consommation_elec_base100k_2020-11-23,2020-11-23,consommation_elec_base100k,93.28019750838602
consommation_elec_base100k_2020-11-24,2020-11-24,consommation_elec_base100k,94.91048290478734
consommation_elec_base100k_2020-11-25,2020-11-25,consommation_elec_base100k,96.06698980541128
consommation_elec_base100k_2020-11-26,2020-11-26,consommation_elec_base100k,89.93667978077947
consommation_elec_base100k_2020-11-27,2020-11-27,consommation_elec_base100k,89.2734244730302
consommation_elec_base100k_2020-11-28,2020-11-28,consommation_elec_base100k,94.56043259034315
consommation_elec_base100k_2020-11-29,2020-11-29,consommation_elec_base100k,105.09096687944616
